,time_published,summary,sentiment
21,20220307T230100,Investors are concerned that the company's revenue will plunge as the need for its COVID-19 vaccine diminishes.,negative
22,20220307T230100,Investors are concerned that the company's revenue will plunge as the need for its COVID-19 vaccine diminishes.,negative
23,20220308T061500,Voyager receives $54 million upfront with potential option exercise fees and milestone payments of up to $1.7 billion plus product sales-based royalties,neutral
24,20220308T110000,This vaccine laggard suffered a new setback -- but there is one piece of good news.,neutral
25,20220308T110000,This vaccine laggard suffered a new setback -- but there is one piece of good news.,neutral
26,20220308T110000,This vaccine laggard suffered a new setback -- but there is one piece of good news.,neutral
27,20220308T110041,"Anytime an organization earns recognition for truly groundbreaking work, it's news. But the 10 companies honored here, in a brand-new MIC category called ""Current Events,"" have been focused on innovating in areas that are already generating global headlines: COVID-19, the climate crisis, sustainability, social justice, mental health, economic inequality, and yes, of course, crypto. Watershed software enables businesses to assess their carbon footprint and create a plan to reduce emissions, while Edgybees is helping firefighters combat infernos with more accurate geolocation data. Pfizer developed its Paxlovid treatment in just eight months and secured FDA emergency-use authorization just in time for the omicron variant; Vivian transformed itself from a job-placement platform for traveling nurses into a broader job portal for healthcare workers burned out after two years of pandemic service. Sorenson Communications is enhancing telecommunications equipment to improve work-from-home options for the deaf, and DotCom Therapy is working with 400 schools and healthcare systems across 38 states to provide various forms of teletherapy to a demographic hit particularly hard by the psychological challenges of the last two years: school-age children. Color of Change is effectively pressuring companies and organizations to live up to public promises made in response to Black Lives Matter protests, focusing on the entertainment and fashion industries in partnership with such A-list creatives as Michael B. Jordan and Joan Smalls. Anchorage Digital became the first crypto management company to earn a federal charter as a bank, Hope Enterprise Corporation is creating new ways to expand lending to formerly credit-invisible citizens of the Deep South, and the headline-worthy-named startup F*** You Pay Me has invented a platform that provides influencers, an increasingly powerful economic force, greater detail about the deals their peers are securing. Here are this year's 10 honorees in the Current Events category of Most Innovative Companies.",neutral
28,20220308T110041,"Anytime an organization earns recognition for truly groundbreaking work, it's news. But the 10 companies honored here, in a brand-new MIC category called ""Current Events,"" have been focused on innovating in areas that are already generating global headlines: COVID-19, the climate crisis, sustainability, social justice, mental health, economic inequality, and yes, of course, crypto. Watershed software enables businesses to assess their carbon footprint and create a plan to reduce emissions, while Edgybees is helping firefighters combat infernos with more accurate geolocation data. Pfizer developed its Paxlovid treatment in just eight months and secured FDA emergency-use authorization just in time for the omicron variant; Vivian transformed itself from a job-placement platform for traveling nurses into a broader job portal for healthcare workers burned out after two years of pandemic service. Sorenson Communications is enhancing telecommunications equipment to improve work-from-home options for the deaf, and DotCom Therapy is working with 400 schools and healthcare systems across 38 states to provide various forms of teletherapy to a demographic hit particularly hard by the psychological challenges of the last two years: school-age children. Color of Change is effectively pressuring companies and organizations to live up to public promises made in response to Black Lives Matter protests, focusing on the entertainment and fashion industries in partnership with such A-list creatives as Michael B. Jordan and Joan Smalls. Anchorage Digital became the first crypto management company to earn a federal charter as a bank, Hope Enterprise Corporation is creating new ways to expand lending to formerly credit-invisible citizens of the Deep South, and the headline-worthy-named startup F*** You Pay Me has invented a platform that provides influencers, an increasingly powerful economic force, greater detail about the deals their peers are securing. Here are this year's 10 honorees in the Current Events category of Most Innovative Companies. For helping Airbnb, Shopify, and other companies chart a path to net-zero emissions Watershed helps companies, such as Shopify, Stripe, and Sweetgreen, decarbonize their businesses, from their direct operations to their entire supply chain. Its software analyzes a company's carbon emissions to build a climate-impact plan; such as Square's December 2020 announcement of its net-zero target by 2030, including efforts to transition Bitcoin mining to renewable energy sources. Watershed's data is instrumental in helping customers go to their biggest suppliers to pressure them to clean up their emissions. It also has created a marketplace where its customers can buy clean power and invest in carbon-removal projects-with Watershed's software guiding companies to the solutions that will help them reach their goals. The startup, which hatched in 2019, only officially launched in February 2021, attracting additional high-profile customers, such as Airbnb, Expensify, and Vimeo. By the end of Watershed's first year, it was helping customers manage emissions equivalent to more than four times the carbon footprint of San Francisco, the site of Watershed's headquarters.",positive
29,20220308T110842,"The study, which covers a period when nearly 300 million doses were administered in the U.S., found no link between the number of deaths recorded and the vaccine.",negative
30,20220308T111600,License option agreement with Novartis for target-specific access to TRACER™ next-generation AAV capsids for potential use with three CNS targets plus options to access capsids for two additional targets,neutral
31,20220308T112008,Sector ETF report for IHE,neutral
32,20220308T120737,License option agreement with Novartis for target-specific access to TRACER™ next-generation AAV capsids for potential use with three CNS targets plus options to access capsids for two additional targets,neutral
33,20220308T124000,"Walgreens (WBA) will enable more communities to access reliable, convenient testing services as and when required with the addition of Pixel by LabCorp COVID-19 at-home collection kit.",neutral
34,20220308T132700,"MAINZ, Germany, March 8, 2022  ( GLOBE NEWSWIRE )  -- BioNTech SE  ( Nasdaq: BNTX, ""BioNTech"" or ""the Company"" )  today announced the expansion of its strategic collaboration with Regeneron to advance the Company's FixVac candidate BNT116 in combination with Libtayo®  ( cemiplimab ) , a PD-1 inhibit",neutral
35,20220308T140000,"VANCOUVER, BC, March 8, 2022 /CNW/ -  (   )   (   )   (   )   ( ""Eat & Beyond"" or the ""Company"" ) , an investment issuer focused on the global plant-based and alternative protein sector, is announcing the appointment of Justin Osborne to the newly created role of Vice-President of Sales.",positive
36,20220308T150000,"KIRKLAND, QC, March 8, 2022 /CNW/ - Today, Pfizer Canada has been recognized as one of Canada's Best Diversity Employers for 2022, as announced by Mediacorp Canada Inc. This award recognizes Pfizer's ongoing efforts to provide employees with one of the nation's best workplaces with initiatives that welcome and embrace differences, whether they be cultural background, gender, sexual orientation or disability.",positive
37,20220308T200100,"Pfizer's appearance on this year's list, for example, may be more of a curse than a blessing.",negative
38,20220308T215137,Investors were unimpressed with the company's middling fourth-quarter earnings report.,negative
39,20220308T230048,"JW.A earnings call for the period ending December 31, 2021.",positive
40,20220309T110000,The company has hit several roadblocks along the coronavirus vaccine path.,negative
41,20220309T112008,Style Box ETF report for USMC,neutral
42,20220309T113000,Vaxart is winning in two crucial areas.,neutral
43,20220309T114500,The drugmaker expects results from its study of the drug Paxlovid in high-risk children by the end of the year.,neutral
44,20220309T125244,"Here's a roundup of top developments in the biotech space over the last 24 hours.
Stocks In Focus
AbbVie Settles With Alvotech On Humira Biosimilar Patent Dispute
AbbVie, Inc.  ( NYSE: ABBV )  and Alvotech announced a settlement agreement that gives Alvotech non-exclusive rights to market AVT01, a b",neutral
45,20220309T132000,It's been more than a month since the company filed for Emergency Use Authorization of its COVID-19 vaccine.,negative
46,20220309T150000,Drugmakers never go out of style.,positive
47,20220309T155700,Valneva's (VALN) phase III study evaluating its chikungunya vaccine achieves all primary and secondary endpoints. The stock rises 9.2% following the announcement.,neutral
48,20220309T161500,These ETFs can balance stability and long-term growth.,neutral
49,20220309T170600,Vaccine Stocks Pop; But Does Anyone Care Anymore? Investor's Business Daily,negative
50,20220309T171001,"Pfizer Inc  ( NYSE: PFE )  has initiated a Phase 2/3 EPIC-PEDS trial to evaluate Paxlovid  ( nirmatrelvir and ritonavir tablets )  in COVID-19 pediatric patients.
The trial will include non-hospitalized, symptomatic pediatric participants with a confirmed diagnosis of COVID-19 who are at risk of pro",neutral
51,20220309T173500,Voyager (VYGR) stock rises on the license option agreement with Novartis to get a target-specific access to next-generation TRACER AAV capsids for gene therapy programs.,neutral
52,20220309T210000,Advancing Phase 2 Clinical Trials for COVID-19 and Immuno-Oncology,neutral
53,20220310T130000,"ERAS-007, a potential best-in-class ERK1/2 inhibitor, is being evaluated clinically in combination with encorafenib and cetuximab in patients with BRAF V600E-mutant mCRC",neutral
54,20220310T150000,It could open the door to major gains in the long term.,neutral
55,20220310T151100,Pfizer's (PFE) Paxlovid is the first oral antiviral pill to be studied in a pediatric clinical study.,positive
56,20220310T152600,"Sanofi (SNY) and Sobi's factor VIII replacement therapy candidate, efanesoctocog alfa, achieves clinically meaningful prevention of bleeds in people with severe hemophilia A",neutral
57,20220310T154700,"Amazon's surprise 20-for-1 stock split, the first in two decades, could help the world's largest retailer tackle one of its biggest challenges.",neutral
58,20220310T161100,New York  (  CNN Business  )  Amazon and Google owner Alphabet are two of the most dominant companies on Earth. Each is worth more than $1 trillion and is a leader in multiple industries. But neither stock is a member of Wall Street's most exclusive club: the Dow Jones Industrial Average. That may soon change.,negative
59,20220310T161156,New York  (  CNN Business  )  Amazon and Google owner Alphabet are two of the most dominant companies on Earth. Each is worth more than $1 trillion and is a leader in multiple industries. But neither stock is a member of Wall Street's most exclusive club: the Dow Jones Industrial Average. That may soon change.,negative
60,20220310T163056,Pfizer (PFE) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,neutral
61,20220310T182500,"LOS ANGELES, March 10, 2022 /PRNewswire/ -- Byron Allen's Allen Media Group  ( AMG )  proudly announces the promotion of Darren Galatt to Chief Revenue Officer, effective immediately. Galatt's previous title was President of Advertising Sales for Global Syndication, a position he held since 2016, wh",neutral
62,20220310T182500,"Galatt has been an AMG employee since 2003, first as Vice President of Advertising Sales, and then promoted to President of Advertising Sales for the AMG Global Syndication division. In his newly-elevated position, Galatt will continue to be responsible for advertising, sponsorships, and new business development across the full portfolio of the AMG broadcast syndication, television networks, and digital platforms. As Chief Revenue Officer, Galatt will now be responsible for the coordination and expansion of revenue and new business development across the Allen Media Group portfolio of media assets.",positive
63,20220310T185515,The F.D.A. temporarily halted efforts to authorize the Pfizer-BioNTech vaccine for young children amid several unexpected findings. The coming weeks should bring clarity.,neutral
64,20220310T210500,"SAN FRANCISCO, March 10, 2022 /PRNewswire/ -- DocuSign, Inc.  ( NASDAQ: DOCU ) , which offers the world's #1 e-signature solution as part of the DocuSign Agreement Cloud, today announced results for its fourth quarter and fiscal year ended January 31, 2022.",neutral
65,20220310T214305,Amazon's stock split may be more than just cosmetic. Stock splits are often followed by stock-for-stock acquisitions. Is Amazon  bracing itself for some major mergers and acquisitions?,neutral
66,20220310T224517,"In the latest trading session, Pfizer (PFE) closed at $49.20, marking a +0.92% move from the previous day.",neutral
67,20220311T000500,"Meme stocks, telehealth and remote work went mainstream while people renovated their homes and demanded more from employers. Which changes will stick?",neutral
68,20220311T010028,"LHDX earnings call for the period ending December 31, 2021.",positive
69,20220311T061727,"The world's battle against Covid-19 has been largely sidelined as economies reopen and governments look to move beyond their ""pandemic footing.""",positive
70,20220311T113400,"Acquisition offers new, differentiated, and potentially best-in-class approach to address needs of a broader number of patients with immuno-inflammatory diseases",positive
71,20220311T131500,"DUBLIN, March 11, 2022 /PRNewswire/ -- The ""Therapeutics for Women's Health: Technologies and Global Markets"" report has been added to ResearchAndMarkets.com's offering.",neutral
72,20220311T142600,"Pfizer (PFE) begins pediatric study on Paxlovid. Sanofi's (SNY) hemophilia A candidate, efanesoctocog alfa, meets the goal in a pivotal study. Bayer (BAYRY) to sell its environmental solutions business.",neutral
73,20220311T171300,Pfizer Stock Jumps After It Adds A New Way To Compete With Bristol Myers Investor's Business Daily,neutral
74,20220311T174200,Growth Stocks To Buy And Watch In 2022 Investor's Business Daily,neutral
75,20220311T174809,"Pfizer CEO Albert Bourla appeared on CNBC exactly two years after Covid was declared a pandemic by the WHO on March 11, 2020.",neutral
76,20220311T183752,"Pfizer's Covid-19 vaccine reduces the risk of omicron infection by 31% among children age 5-11 and by 59% among children age 12-15, according to a study by the Centers for Disease Control and Prevention.",neutral
77,20220311T190500,Moderna (MRNA) administers the first dose in the phase II study of its Omicron-specific bivalent booster candidate (mRNA-1273.214). It expects to enrol 375 subjects for the same in the United States.,neutral
78,20220311T210654,"Public health experts at the World Health Organization have begun discussing how and when to call an end to the global Covid-19 crisis, exploring what would be an important milestone more than two years after the emergence of the virus.",negative
79,20220311T224400,"At a stroke, the pharmaceutical company has become nearly $7 billion larger with a new asset.",positive
80,20220312T132500,"Researchers have warned that even if Covid cases fall to lower levels, the disease is still likely to cause thousands of deaths annually, not unlike other endemic illnesses such as malaria and TB",negative
81,20220312T155300,It's harder for stagflation to hurt a company's bottom line when costs don't change much.,neutral
82,20220312T161500,Bristol-Myers Squibb has significantly outperformed the broader market year to date.,neutral
83,20220313T183827,"Health care companies say they are duty-bound to continue supplying drugs, vaccines and medical equipment to Russia, though Western sanctions and other measures have thrown up hurdles.",negative
84,20220314T083724,The TR1protein increases the antioxidant level of the cells and lets the cell take care of oxidative stress and DNA damage arising from ultraviolet radiation.,neutral
85,20220314T093000,"Doctors have turned to the drug, called molnupiravir, partly because a rival Pfizer pill has been in limited supply.",positive
86,20220314T101500,"Even if it isn't too late, Ocugen might not be a good investment.",negative
87,20220314T104044,"IDEAYA Biosciences, Inc.  (  NASDAQ: IDYA  )  , a synthetic lethality focused precision medicine oncology company committed to the discovery and development of targeted therapeutics, announced that it has entered into additional clinical trial collaboration and supply agreements with Pfizer Inc.  (  NYSE: PFE  )  to support further evaluation of darovasertib and crizotinib combination therapy in a Phase 2 potential registration-enabling clinical trial in patients with metastatic uveal melanoma  (  MUM  )  and in a Phase 1 clinical trial in patients with cMET-driven tumors, such as hepatocellular carcinoma  (  HCC  )  andor non-small cell lung cancer  (  NSCLC  )  .",positive
88,20220314T110222,"A McDonald's restaurant in Dmitrov, Russia",negative
89,20220314T120033,Pfizer isn't pullling out of Russia for a good reason Fast Company,negative
90,20220314T121506,Pfizer said it will also only provide a humanitarian supply of medicine to Russia going forward.,negative
91,20220314T131500,"Fully vaccinated people will need a fourth shot later in 2022, according to the head of Pfizer Inc., who said that COVID-19 is not going to just go away in the coming years.",negative
92,20220314T140100,Pfizer CEO Says Fourth Covid Vaccine Dose 'Necessary' Barron's,neutral
93,20220314T145044,"Two years after the World Health Organization declared the coronavirus a pandemic, public health experts warn not to become complacent.",negative
94,20220314T145801,The Russia-Ukraine war continues to escalate and the Federal Reserve could conduct its first post-pandemic interest-rate hike.,negative
95,20220314T151816,"Pfizer Inc.  ( NYSE: PFE )  and Novavax, Inc.  ( NASDAQ: NVAX )  shares are trading higher by 4.3% at $52.42 and 9.6% at $80.05 respectively. Strength is possibly due to a spike in COVID-19 cases in China, which could lift vaccine sector sentiment.
A spike ...Full story available on Benzinga.com",neutral
96,20220314T152421,Merger activity declined last week with three new deals announced and five deals completed. Two of the three new deals announced were potential deals in the works. I was surprised to see that four SPAC combinations were terminated. Clearly the SPAC bubble continues to deflate due to unfavorable mark,neutral
97,20220314T160608,"Gainers
Volt Information Sciences, Inc.  ( NYSE: VOLT )  shares jumped 95.2% to $5.89 after the company announced it would be acquired for $6 per share.
AgriFORCE Growing Systems, Ltd.  ( NASDAQ: AGRI )  shares climbed 36.5% to $4.3001.
Turquoise Hill Resources Ltd.   ( NYSE: TRQ )  gained 32.4% to ",neutral
98,20220314T162100,Energy shares slip as Brent falls below $110; all eyes on Fed policy meeting,negative
99,20220314T162432,The broader stock market bounce and news from China are fueling gains for all four vaccine stocks.,negative
100,20220314T162434,Moderna and BioNTech Stocks Rally on Booster Chatter and a China Covid Surge Barron's,neutral
101,20220314T162829,"All profits generated in Russia, will be donated to causes providing ""direct humanitarian support to the people of Ukraine,"" the New York-based pharmaceutical company said in a statement.",negative
102,20220314T163831,Pfizer on Monday said it will keep supplying medicine to Russia despite its opposition to the country's invasion of Ukraine.,neutral
103,20220314T164339,"GeoVax Labs Inc  ( NASDAQ: GOVX )  has engaged CATO SMS to manage its two ongoing Phase 2 trials of its COVID-19 vaccine candidate, GEO-CM04S1.
One is testing the safety and effectiveness of GEO-CM04S1 compared to the Pfizer Inc  ( NASDAQ: PFE )  / BioNTech SE  ( NASDAQ: BNTX )  in immunosuppressed ",neutral
104,20220314T165420,"Reuters reported that Pfizer Inc  ( NYSE: PFE )  said it would not run any new clinical trials in Russia and would stop recruiting for existing trials there.
Pfizer said it would work with the FDA and other regulators to transition all clinical trials to alternative sites outside Russia. It will con",neutral
105,20220314T170000,"PARIS, March  14, 2022   ( GLOBE NEWSWIRE )  -- Quantum Genomics  ( Euronext Growth - FR0011648971 - ALQGC ) , a biopharmaceutical company specializing in the development of a new drug class directly targeting the brain to treat resistant/hard-to-treat hypertension and heart failure, announces that ",neutral
106,20220314T170000,"PARIS, March  14, 2022   ( GLOBE NEWSWIRE )  -- Quantum Genomics  ( Euronext Growth - FR0011648971 - ALQGC ) , a biopharmaceutical company specializing in the development of a new drug class directly targeting the brain to treat resistant/hard-to-treat hypertension and heart failure, announces that ",neutral
107,20220314T183439,"U.S. stocks turned lower toward the end of trading on Monday as the Dow Jones dropped 100 points, after surging more than 400 points earlier during the session.
The Dow traded down 0.35% to 32,828.57 while the NASDAQ fell 2.10% to 12,574.22. The S&P also fell, dropping, 0.96% to 4,163.91.
Also check",neutral
108,20220314T185646,"""China has a population that's very vulnerable to this new variant,"" the former FDA commissioner said Monday.",negative
109,20220314T192130,"Shares of Moderna, BioNTech, Pfizer, Johnson & Johnson and Novavax rose on Monday as China battles its worst Covid outbreak in two years.",negative
110,20220314T195240,Here are all the multinationals that have taken action against Russia and Russian companies following its invasion of Ukraine.,negative
111,20220314T195935,"Vaccine Stocks Pop As 'Deltacron' Emerges, China Locks Down Investor's Business Daily",neutral
112,20220314T203100,"Today's Research Daily features new research reports on 16 major stocks, including Pfizer Inc. (PFE), The Coca-Cola Company (KO) and Adobe Inc. (ADBE).",positive
113,20220315T000000,The government's fight against the disease has extended to Shanghai and Shenzhen,negative
114,20220315T053545,"In a report produced by the global lender and published Monday, the IMF said Ukraine's growth outlook for the fiscal year is expected to drop by at least 13.5 percentage points compared to its pre-war baseline while its gross domestic product will fall a minimum of 10% -- and that's if the war ends soon and Kyiv receives ""substantial"" donor support.",negative
115,20220315T084332,China's worst Covid-19 outbreak since the initial wave of the pandemic worsened Tuesday with a major factory city ordering production halts.,negative
116,20220315T085138,"Gainers
Volt Information Sciences, Inc.  ( NYSE: VOLT )  shares surged 94.7% to close at $5.88 on Monday after the company announced it would be acquired for $6 per share.
Incannex Healthcare Limited  ( NASDAQ: IXHL )  surged 54% to settle at $22.90. Incannex Healthcare recently completed a prelimin",neutral
117,20220315T085138,"Volt Information Sciences, Inc.  (  NYSE:VOLT  )  shares surged 94.7% to close at $5.88 on Monday after the company announced it would be acquired for $6 per share.",neutral
118,20220315T095500,The odds that Novavax wins U.S. Emergency Use Authorization for its vaccine should be pretty good.,negative
119,20220315T100000,"- Strong balance sheet of ~$368 million cash, cash equivalents and marketable securities as of December 31, 2021 is anticipated to fund planned operations into 2025",neutral
120,20220315T100605,"Fully vaccinated people will need a fourth shot later in 2022, according to the head of Pfizer Inc., who said that Covid-19 is not going to just go away in the coming years.",negative
121,20220315T103600,"Pfizer,Coca-Cola, Adobe, SAP SE, and Glaxo Smith Kline are part of today's Analyst Blog.",neutral
122,20220315T110200,Moderna (MRNA) saw its shares surge in the last session with trading volume being higher than average. The latest trend in earnings estimate revisions may not translate into further price increase in the near term.,neutral
123,20220315T112115,"A new COVID-19 pill from Merck & Co. and Ridgeback Biotherapeutics LP has been more widely used than expected since rolling out late last year, though regulators and many doctors consider it a last resort.",neutral
124,20220315T113123,"New York, March  15, 2022   ( GLOBE NEWSWIRE )  -- On March 11th, 2020, as the World Health Organization  ( WHO )  declared the COVID-19 outbreak a pandemic, numerous small, medium, and large pharmaceutical and biopharmaceutical organizations worldwide, had stepped forward for the development of tre",neutral
125,20220315T132700,"Companies In The News Are: BLDP, GOL, VERV, PFE.",negative
126,20220315T140400,"Asset manager Cathie Wood continues to buy and sell stocks amid the market's volatility. Last week, she had choice words about oil prices.",neutral
127,20220315T144500,Pfizer should remain a pharma powerhouse long after the COVID-19 pandemic comes to an end.,neutral
128,20220315T150000,Moderna (MRNA) starts dosing in an mRNA-based HIV vaccine study.,neutral
129,20220315T150900,"On BioNTech's (BNTX) fourth-quarter earnings call, investors' focus is expected to be on the sales performance of Comirnaty, its COVID-19 vaccine developed in partnership with Pfizer.",neutral
130,20220315T154814,Resurgent worries about COVID-19 appear to be behind the stock's gains.,negative
131,20220315T170513,"Eli Lilly and Company has shifted its business operations in Russia, including suspending shipments of nonessential medicines, after the country invaded Ukraine.",neutral
132,20220315T171546,"Pfizer-BioNTech will soon request FDA emergency authorization for a second Covid booster shot for people 65 and older, a group for which the agency has previously been quick to approve new shots, the Washington Post reported.",neutral
133,20220315T180443,"The White House is urging Congress to pass $22.5 billion in Covid spending, warning the U.S. is running out of money to fight the virus.",negative
134,20220315T184410,IBD Stock Of The Day Offers Two Buy Points As Wellness Remains In Focus Investor's Business Daily,neutral
135,20220315T192600,"COA plans to hold the forums in-person in Miami on October 28, 2022",neutral
136,20220315T194100,"Eli Lilly And Co  ( NYSE: LLY )  said it would continue to supply drugs to Russia for urgent medical conditions such as cancer and diabetes but will suspend sales of ""non-essential medicines.""
Lilly also suspended investments and promotion activities in Russia and will not start any new clinical tri",negative
137,20220315T200100,"SAN DIEGO, March 15, 2022 /PRNewswire/ -- Halozyme Therapeutics, Inc.  ( NASDAQ: HALO )  today announced the appointment of Moni Miyashita to its board of directors. Ms. Miyashita is an accomplished executive with over 25 years of global strategic, mergers & acquisitions and business transformation expertise.",positive
138,20220315T202722,"Once dismissed as less effective, the vaccine now seems to be preventing infections and illness about as well as the two mRNA options.",neutral
139,20220315T203000,"Could health care stocks be the top picks in the stock market this week?
The post Good Stocks To Buy Right Now? 4 Health Care Stocks For Your List appeared first on Stock Market News, Quotes, Charts and Financial Information | StockMarket.com.",neutral
140,20220315T210000,Let's take a look at some healthcare ETFs that are regaining popularity among investors as COVID-19 cases rise in China.,negative
141,20220315T220000,"NEW YORK and MAINZ, GERMANY, March 15, 2022 - Pfizer Inc.  ( NYSE: PFE )  and BioNTech SE  ( Nasdaq: BNTX )  today announced the companies have submitted an application to the U.S. Food and Drug Administration  ( FDA )  for Emergency Use Authorization  ( EUA )  of an additional booster dose adults 6",neutral
142,20220315T222811,Pfizer and BioNTech asked the Food and Drug Administration to authorize another booster shot of their Covid-19 vaccine for adults aged 65 and older who have already gotten one booster dose of an approved vaccine.,negative
143,20220315T232633,"The move could further inflame a tortuous debate among scientists over when the coronavirus vaccines' protection should be bolstered, and for whom.",neutral
144,20220316T095200,It's complicated.,negative
145,20220316T103513,"Pfizer Inc  ( NYSE: PFE )  and BioNTech SE  ( NASDAQ: BNTX )  filed an application with the FDA seeking emergency use authorization for a second booster shot of their COVID-19 vaccine for people aged 65 and older.
An analysis of data from over 1.1 million adults 60 years and older showed rates of co",neutral
146,20220316T104734,"The White House says that the U.S. is running out of money to pay for COVID-19 vaccines, tests, and treatments, making it unprepared for any rising cases in the future.
According to the Financial Times report, officials said they would have to scale back some of the federal government's planned drug",negative
147,20220316T110348,Sarah Bloom Raskin has withdrawn as a Fed nominee,neutral
148,20220316T112132,Russian debt faces an uncertain future.,negative
149,20220316T115021,These are the stocks posting the largest moves before the bell.,neutral
150,20220316T120220,"Here's a roundup of top developments in the biotech space over the last 24 hours.
Stocks In Focus
Pfizer, BioNTech File For Authorization Of Second Booster Dose Of COVID-19 Vaccine
Pfizer, Inc.  ( NYSE: PFE )  and BioNTech SE  ( NASDAQ: BNTX )  said they have submitted an application to the U.S. Foo",neutral
151,20220316T122000,"The Fed is expected to raise interest rates for the first time since December 2018, while Russian and Ukrainian officials suggest some progress on peace talks.",neutral
152,20220316T123000,"• 82% of companies were ""responsive"" or ""highly responsive"" to engagement in 2021",neutral
153,20220316T123000,"Human rights, inequality, net-zero alignment, biodiversity are this year's focus themes 
Companies identified for engagement include Apple, Meta, Walmart, Teck Resources, Microsoft, Pfizer, Nutrien, and Canada's banks 
82% of companies were ""responsive"" or ""highly responsive"" to engagement in 2021
T",neutral
154,20220316T123200,"Pfizer (PFE) and BioNTech (BNTX) believe that for individuals to be adequately protected, additional booster doses of COVID vaccines are needed.",neutral
